name,category,address,description,score,rank_str,review,review_count,url
Fairfield Inn & Suites Miami Airport South,hotels,"4101 NW 11th St, Miami, FL 33126","Miami International Airport is a 5-minute drive from this hotel, which has a free airport shuttle service, a fitness center, and full breakfast. Free Wi-Fi, a 32-inch flat-screen cable TV with HBO movie channels, and a desk are featured in each room at Fairfield Inn and Suites Miami Airport South. Guests will be 7 miles from the cruise ships at Port of Miami. Dolphin Mall is a 15-minute drive from the hotel, and a transportation service is available for a fee.",4.0,#62 of 155 hotels in Miami,"You have a choice, make it elsewhere. Staff is rude and accusatory, lacking any customer service. They are a franchise, so the rules are different from other Marriott Properties. They tried to pre-charge CC# prior to our stay for a late arrival. Also, $15 parking charge is a joke. ",1107,https://www.tripadvisor.com//Hotel_Review-g34438-d1239603-Reviews-Fairfield_Inn_Suites_Miami_Airport_South-Miami_Florida.html
Residence Inn by Marriott Miami West / FL Turnpike,hotels,"11500 NW 105th St, Miami, FL 33178-1191","Great place to stay with easy, quick access to FL Turnpike. We were in town for Miami Open, and the drive time was about 20 minutes to the Hard Rock Stadium. This hotel is located near the Flagler Station Industrial Park corridor, but it was very quiet, has well equipped spacious rooms, and is pet friendly. They placed us in a 3rd floor corner room buffered by an electrical closet and storage room, which was perfect & quiet for our dog.  The staff was very friendly and helpful. Breakfast is included with the usual fare, and there's plenty of free parking. It also has a pool, fitness room & self serve laundry facility.  We'll definitely return when we attend this tennis tournament. Thanks for a great stay.",4.0,#66 of 155 hotels in Miami,"After my long day of traveling I was greeted with the most friendly and helpful professional receptionist, Sylvain.  Sylvain was not only quick to get me signed in and in my room, but he also was able to explain the local area where I needed  to travel for work with insights as to areas to avoid and great places to dine.  Kudos to Sylvain!",212,https://www.tripadvisor.com//Hotel_Review-g34438-d10137470-Reviews-Residence_Inn_by_Marriott_Miami_West_FL_Turnpike-Miami_Florida.html
Rodeway Inn Miami Airport,motels,"1050 NW 14th St, Miami, FL 33136-2105","Rodeway Inn Miami Airport is an excellent choice for travelers visiting Miami, offering many helpful amenities designed to enhance your stay.Rodeway Inn Miami Airport features room service, to help make your stay more enjoyable. The property also boasts a pool and free breakfast. If you are driving to Rodeway Inn Miami Airport, free parking is available.For those interested in checking out popular landmarks while visiting Miami, Rodeway Inn Miami is located a short distance from Freedom Tower (1.5 mi) and Gesu Catholic Church (1.5 mi).When you’re feeling hungry, be sure to check out Socal Cantina, Coyo Taco, and Caja Caliente, which are some Mexican restaurants that are popular with locals and out-of-towners alike.If you’re looking for something to do, Wynwood Walls (1.2 mi), Little Havana (1.0 mi), and Marlins Park (0.8 mi) are a nice way to spend some time, and they are all within walking distance of Rodeway Inn Miami Airport.Enjoy your stay in Miami!",1.5,#17 of 17 motels in Miami,Both the rooms and staff were unpleasant disappointing and nasty here. Check in took forever and the lady at the desk named Wonishet was extremely rude and unhelpful. She didn't want to be asked any questions whatsoever. She conlcuded her disgusting service by throwing the room card without saying a word.,294,https://www.tripadvisor.com//Hotel_Review-g34438-d1195891-Reviews-Rodeway_Inn_Miami_Airport-Miami_Florida.html
Miami Princess Hotel,hotels,"4251 NW 11th St, Miami, FL 33126","Finding an ideal budget friendly small hotel in Miami does not have to be difficult. Welcome to Miami Princess Hotel, a nice option for travelers like you.You’ll enjoy relaxing rooms that offer air conditioning, and you can stay connected during your stay as Miami Princess Hotel offers guests free wifi.The small hotel features a 24 hour front desk, a concierge, and a coffee shop. For guests with a vehicle, free parking is available.Close to some of Miami's most popular landmarks, such as St Vladimir Russian Orthodox Church (0.8 mi) and Caballero Rivero Woodlawn North (1.8 mi), Miami Princess Hotel is a great destination for tourists.While in Miami, you may want to check out some of the restaurants that are a short walk away from Miami Princess Hotel, including La Patagonia Argentina (0.6 mi), Catch of the Day (0.1 mi), and La Rosa (0.3 mi).If you are interested in exploring Miami, check out a state park, such as Alice Wainwright Park.Miami Princess Hotel puts the best of Miami at your fingertips, making your stay both relaxing and enjoyable.",3.0,#122 of 155 hotels in Miami,"The only good thing I can say about the hotel is the location. 2minute driving distance from MIA airport. The rest goes down hill. My ""free"" airport shuttle pickup from the airport was ridiculous. The man took 1 hour to get me. It was hot standing outside waiting. I had to call the front desk 5 times. I was upset when I found out how close the hotel was. I should have taken uber. Forget the so called ""free transportation"" I took uber for $3 back to the airport when heading home. I asked for a manager or corporate number at the front desk and the girl acted clueless. This is a Spanish hotel/area. Anyhow. The hotel is dated. Although signs says no smoking the hallways smell of smoke. My room was musky so I kept the window open the entire day. The room need upgrading, and it was hair on the bathroom floor and brown stuff on the toilet. Furniture looked like old bedroom furniture, not hotel furniture. I didn't even sleep inside the blanket I was afraid to. No complimentary breakfast, no microwave in the room.. I would only recommend this hotel if you need somewhere to change clothes/not sleep. Do not stay here take your $95 else where. It was a nightmare. Oh yeah $5 cash deposit required for your room key…",67,https://www.tripadvisor.com//Hotel_Review-g34438-d1629003-Reviews-Miami_Princess_Hotel-Miami_Florida.html
Home2 Suites By Hilton Miami Airport South Blue Lagoon,hotels,"5560 Blue Lagoon Drive, Miami, FL 33126","Located in the Blue Lagoon area, we're just down the road from MIA airport, with free shuttle service for your convenience. Downtown Miami is only 7.5 miles away and Miami Beach is a short 20-minute drive. WiFi and breakfast are included in your stay and our Spin2 Cycle fitness and laundry facility will help you make the most of your time.",2.5,#135 of 155 hotels in Miami,"Despite unfavourable early reviews, we booked our first night after flying in here as it's new, close to the airport and has an airport shuttle. Also we wanted to check out the brand. We liked the room. They've managed to include a kitchenette into the space of a US hotel room. Our room had a view of the airport so good for plane spotters with binoculars or telephoto lens. Breakfast is included and is on the top floor (10) with views north and south over the lagoon. Lots of options - buffet style. The reception area is open plan so it was difficult to understand the receptionist, who had a strong Spanish accent. Both our shuttle drivers were friendly and helpful. The lady at breakfast was also helpful. We would stay here again.",12,https://www.tripadvisor.com//Hotel_Review-g34438-d23650200-Reviews-Home2_Suites_By_Hilton_Miami_Airport_South_Blue_Lagoon-Miami_Florida.html
Homewood Suites by Hilton Miami Downtown/Brickell,hotels,"1750 SW 1st Ave, Miami, FL 33129-1130","Welcome to Homewood Suites by Hilton Miami Downtown/Brickell, your Miami “home away from home.” Homewood Suites by Hilton Miami Downtown/Brickell aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.Given the close proximity of popular landmarks, such as Gesu Catholic Church (1.3 mi) and Ermita de la Caridad (1.5 mi), guests of Homewood Suites by Hilton Miami Downtown/Brickell can easily experience some of Miami's most well known attractions.Guest rooms offer a flat screen TV, a kitchenette, and a refrigerator, and Homewood Suites by Hilton Miami Downtown/Brickell makes getting online easy as free wifi is available.In addition, guests can enjoy a pool and free breakfast during their visit. As an added convenience, there is parking available to guests.When you’re feeling hungry, be sure to check out Socal Cantina, Coyo Taco, and Caja Caliente, which are some Mexican restaurants that are popular with locals and out-of-towners alike.During your visit, be sure to check out popular art galleries like Miami Design District, Cubaocho Museum and Performing Arts Center, and Agustin Gainza Arts and Tavern, which are all a short distance from the hotel.Homewood Suites by Hilton Miami Downtown/Brickell puts the best of Miami at your fingertips, making your stay both relaxing and enjoyable.",4.0,#38 of 155 hotels in Miami,"I arrived to the hotel last night and upon my arrival I attempted to take a hot shower but the water was freezing cold. I got out of the shower and let the sink and the shower water run for ten minutes and still no resolution. I call the front desk and was told give him a few minutes and then the water warmed up.  After finally showering, I then get in the bed and try to go to sleep. After being sleep for about a hour, I wake up scratching. I get up and they're bugs coming from under sheets. I look down and my friend has bite marks all on her arms as well as a huge bite on her forehead.  The front desk clerk advised, a manager would have to assist however he was the only person working and a manager wouldn't be in until 7:30/8 am. The clerk advised the manager would call me upon their arrival to ensure I was assisted due to now my visible knots all over my body. The clerk asked to move me next door to the room with the bugs, after quickly declining, I was moved to another floor. After arriving to now the second room, I tried to take yet another shower to try to soothe the knots, just to have no hot water in that room.  The next morning, I'm not greeted with a call from the manager though I waited until 9:15 am though I was advised manager would be in 7:30/8am. I call down to the front desk, the person who answers greets me with an attitude and then transfers me to a manager. As soon as my friend says something about the bugs the manager yells out ""you won't be compensated"", though that never came out of our mouth. I'm then told I cannot receive any accommodations or be moved until professionals come in and evaluate the room. Though I've advised them I have a medical procedure I'm supposed to have today in a few hours and due to the multiple knots and possible reaction to the bites, the surgery may have to be postponed. HILTON has never failed me until today. …",768,https://www.tripadvisor.com//Hotel_Review-g34438-d8055766-Reviews-Homewood_Suites_by_Hilton_Miami_Downtown_Brickell-Miami_Florida.html
Miami Guest House,Bs,"220 NW 67th Ct, Miami, FL 33126-4431","B&B in Miami, welcoming guests since 2009, near the Miami International Airport. We have three private rooms, one with its own kitchenette and private bathroom. The breakfast area has a fridge, microwave and coffee maker for guests' use. Each room with local TV, hairdryer, safe, wireless Internet. Free parking for your car. Find us at ""miamiguesthouse""!",5.0,#1 of 2 B&Bs in Miami,"My friend and I were basically looking for a place to sleep and shower, as we knew that we would be out and about for most of the day and evening. This bed and breakfast worked out fine for us, as the price was right, it was located in a safe, quiet neighborhood which was close to restaurants, stores, and gas stations. The beds were comfortable, the shower had plenty of hot water. For breakfast we had our choice of tea, coffee, juice, milk, boxed cereals, packaged sweets, and toast with assorted jams and peanut butter. Although there were other guests assigned to the other room, we never saw or heard them and had our privacy. We were greeted by Betty upon arrival and provided with a key and other pertinent information. She always responded promptly to text messages and was very helpful and friendly, as was her dog. A parking spot right on the property was also a plus. We would definitely visit this place again if visiting the Miami area. Thanks for everything. Gracias! We enjoyed our stay very much!…",190,https://www.tripadvisor.com//Hotel_Review-g34438-d1314832-Reviews-Miami_Guest_House-Miami_Florida.html
The Hotel New Yorker,hotels,"6500 Biscayne Blvd, Miami, FL 33138-6230","Set in a landmark 1950s motel in Miami's Modern Architecture (MiMo) District, this stylish boutique hotel is 2 miles from upscale shopping in the Design District and 8 miles from Miami Beach. Simple, colorful rooms mix modern and retro style, and come with flat-screen TVs and free Wi-Fi. Some have private balconies and minifridges. Parking and continental breakfast are included. The hotel encircles an outdoor pool and provides a shuttle service with transportation to the airport, South Beach and the Port of Miami (surcharges apply).",3.5,#95 of 155 hotels in Miami,"we had booked a room months ago prior to our cruise.  The photos on the website were beautiful but when we got there in person the front lobby stunk of mold, you could see the black mold tracking up the wall behind the receptionist.  Once we got in our room, it also had a weird smell but none of the windows were functioning, no way to open a window so we had to prop the front door open.  Paint is chipping off walls.  I can say that the bed and bedding were comfy and smelled clean, no bugs noted on bed or behind bed or picture above bed.  Ultimately, we ended up booking another hotel because I could not tolerate the smell and the windows not functioning.  It was in a rundown part of the city.  The bathroom was old and tired looking, the shower bar basically rusting away.  Would not return.…",1031,https://www.tripadvisor.com//Hotel_Review-g34438-d1758216-Reviews-The_Hotel_New_Yorker-Miami_Florida.html
Churchill Suites Miami Brickell,condos,"1451 S Miami Ave, Miami, FL 33130-4306","Churchill Suites Miami Brickell offers luxurious vacation rentals and corporate apartments in the heart of downtown Miami at the One Broadway building in the Brickell Financial District. This luxury 36 story high-rise offers many fine amenities including free assigned parking, a fitness center, outdoor swimming pool, hot tub, business center and more. The property is surrounded by dozens of restaurants and bars. Mary Brickell Village and many corporate headquarters are nearby. The American Airlines Arena, PortMiami, and the excitement of South Beach are a short drive away. Miami International Airport is a 20 minute ride. Our fully-appointed Studio, One, Two and Three bedroom apartments offer spacious accommodations larger than hotel rooms and feature beautiful city views from your apartment’s private balcony. Each apartment is fully furnished with all the comforts of home, including linens and towels, a fully equipped kitchen, washer and dryer, and complimentary Wi-Fi.",4.5,#4 of 28 condos in Miami,"From the moment you step into their building and approach front desk the wonderful aroma hits you and welcomes you the place is so clean and smells great,the rooms are large with a beautiful kitchen big beautiful bed with lots of pillows and pull out bed we had a one bedroom suite floor twenty five room 2503.The staff is very friendly and helpful and if you want to go on any tours they arrange transportation to come for you and bring you back restaurants are near by there is a monorail that runs 24hrs a day going right around downtown Miami for free its walking distance from the Condos.I would also like to thank Pedro who came up to our room to let  us know that the tour of the everglades we wanted to go on was canceled because of the weather and he booked it the next day for us we thought that was very nice and adds a personal touch he could have just called our room and told us but the workers there  go out of their way to make you feel at home while on your vacation.The pool is on the 9th floor very beautiful and clean it also has a spa and a gym I could go on and on with only positive things all in all my family and I had a great time and we would recommend here to everyone.…",69,https://www.tripadvisor.com//Hotel_Review-g34438-d1484975-Reviews-Churchill_Suites_Miami_Brickell-Miami_Florida.html
Hyatt House Miami Airport,hotels,"5710 Blue Lagoon Dr, Miami, FL 33126-2014","It feels like home at our updated Hyatt House Miami Airport. Long-term travelers appreciate our spacious, apartment-style guestrooms, our contemporary common areas and the convenience of our south Miami location in the Waterford Corporate Park just across the street from Miami International Airport. Whether your trip is for business or leisure, just a few days, weeks or months—your comfort is assured. And our always-available House Hosts are here to help you get familiar with the hotel and neighborhood.",4.0,#28 of 155 hotels in Miami,Economical alternative to staying in South Beach. For 2 nights before going on a cruise for 6 people the 2 bedroom 2 bath suite with kitchen was spacious enough for us. The pullout sofa bed could have been upgraded to something more comfortable. Complementary breakfast included was a bonus. Uber to South Beach was only 15 minutes. Not too busy as spring break had just ended. Hotel seemed to be well maintained and the staff was always courteous. 10 minutes from MIA .,1853,https://www.tripadvisor.com//Hotel_Review-g34438-d222984-Reviews-Hyatt_House_Miami_Airport-Miami_Florida.html
SpringHill Suites by Marriott Miami Airport South,hotels,"6700 NW 7th St, Miami, FL 33126-6019","See why so many travelers make SpringHill Suites Miami Airport South their hotel of choice when visiting Miami. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.Rooms at Springhill Suites Miami offer a flat screen TV, a kitchenette, and air conditioning providing exceptional comfort and convenience, and guests can go online with free wifi.A 24 hour front desk, a convenience store, and newspaper are some of the conveniences offered at this hotel. A pool and free breakfast will also help to make your stay even more special. If you are driving to Springhill Suites Miami Airport South Hotel, free parking is available.For those interested in checking out St Vladimir Russian Orthodox Church (2.3 mi) while visiting Miami, Springhill Suites Miami is a short distance away.While visiting Miami, you may want to try some oyster at one of the nearby restaurants, such as Catch of the Day or Catch of the Day Seafood Bar & Grill.During your visit, be sure to check out popular parks like Matheson Hammock Park, Bayfront Park, and Tropical Park, which are all a short distance from the hotel.We’re sure you’ll enjoy your stay at SpringHill Suites Miami Airport South as you experience all of the things Miami has to offer.",4.0,#73 of 155 hotels in Miami," We are titanium  for 8+ years. Worst Marriott we have stayed in. Smells, rust, mold, wires, walls, lights nothing worked or was clean. Pool dirty and area around not cleaned. Old old old not worth the upgrade or price. ",1167,https://www.tripadvisor.com//Hotel_Review-g34438-d252442-Reviews-SpringHill_Suites_by_Marriott_Miami_Airport_South-Miami_Florida.html
The Mutiny Hotel,hotels,"2951 S Bayshore Dr, Miami, FL 33133-6002","Few destinations can boast such a distinctive and colorful character as Coconut Grove. In the heart of this tropical paradise sits The Mutiny Hotel, a luxurious all-suite property neighboring the pristine waters of Biscayne Bay. A bright swatch of coral set against the intensely blue South Florida sky, the Mutiny's 12-story tower epitomizes the South Florida style; vibrant colors compliment chic accommodations elegantly decorated in a modern-lavish motif. Long a playground for the elite, The Grove - as it is known by locals - is also a second home to many celebrities, artists, and jetsetters. Its entertainment and shopping district reflects the quirky-yet-sophisticated nature of its residents, and visitors can find everything from haute couture to haughty kitsch in the many shops at CocoWalk, steps from The Mutiny's front door. After all, where else can you see stars in broad daylight, dance through an island festival, and enjoy dinner at a funky cafe? Only at The Mutiny.",4.5,#25 of 155 hotels in Miami,"My husband and I truly enjoyed our stay at the Mutiny Hotel. The value of what we received was totally worth it. We did not expect to stay in a one-bedroom condo which was amazing and equipped with everything. We had a spacious bathroom, living room, and bedroom with access to a balcony. The pool was well-maintained and beautiful with a waterfall, seating, and a fire pit. The only complaint we have was that the mattress in room #612 was awful. I am not one to write about these things, but I think it would be helpful to mention them because that way it can deter any others from sleeping uncomfortably. The mattress basically had no firmness so my husband and I drifted into the middle of the bed. Other than that, we were very pleased with the hotel. It was quiet even during the spring break time and was within walking distance of Starbucks, Monty's, and Glass and Vine (definitely check this place out). The hotel does not offer self-parking, but it was fine. We paid the $36 valet fee which was no big deal. Alex, at the front desk, was incredibly sweet and made checking out a total breeze. We will be back! …",1082,https://www.tripadvisor.com//Hotel_Review-g34438-d87137-Reviews-The_Mutiny_Hotel-Miami_Florida.html
Residence Inn by Marriott Miami Coconut Grove,hotels,"2835 Tigertail Avenue Coconut Grove, Miami, FL 33133","Residence Inn by Marriott Miami Coconut Grove is situated in the beautiful and historic village of Coconut Grove, just south of downtown Miami and steps away from Coral Gables and Cocowalk. Each of the sleek and modern suites at our Coconut Grove hotel in Miami, Florida features a full kitchen, separate living area with pull-out sofa and balcony with breathtaking views of Coconut Grove. Enjoy complimentary breakfast, weekday evening socials, relaxing swims in our outdoor pool and stay in shape in our fitness center.",3.5,#81 of 155 hotels in Miami,"The hotel is in a great location but unfortunately the shape of the room was uncomfortable.  Starters the breakfast advertised was not correct.   The signs in the lobby stated a hot breakfast in front of the location.   When we showed up there was nothing.   After a call to the front desk they told us we could pick up a bagged breakfast.    The room was dirty.   Mold on the ac closet wall, dirty air filter, hair in the bathroom (long black hairs) no one in my family has hair that long.   Bathroom walls were stain and dirty.   Bathtub had stains all over and the sliding door had not been cleaned in weeks.   See the attached pictures",484,https://www.tripadvisor.com//Hotel_Review-g34438-d120339-Reviews-Residence_Inn_by_Marriott_Miami_Coconut_Grove-Miami_Florida.html
One Broadway,condos,"1451 S Miami Ave, Miami, FL 33130-4306","An intimate residential community featuring luxurious, resort-style amenities. Extra-large 2-bedroom suites and a plethora of indoor and outdoor activities and nearby attractions for your enjoyment.Furnished in high-style ""Miami Moderne"" and appointed for short or long stays, each condo-style residential unit is oversized (from 850 to 1600 square feet), ideal for couples, families of any size, or corporate travelers. Fully equipped kitchen,separate living-dining areas, flat-screen TVs with expanded cable, free wifi, multiple bedding combinations plus sofa-bed for additional guests. Luxury baths with soaking tub and shower (all well stocked with amenities and linens), in-residence washer/dryer, private balcony with un-paralleled views, ample workspace, free local calls and voicemail. Free covered parking. Housekeeping is per visit unless otherwise arranged. As always, never an extra guest fee.",4.0,#1 of 28 condos in Miami,"One Broadway is a great place to stay if you like being off the beaten path in Miami. It's close to several local attractions and is a short walk to the Biscayne, Brickell and Coral Way Trolley's (all free) as well as the Metrorail. The pool is refreshing after a day of wandering through Miami.",293,https://www.tripadvisor.com//Hotel_Review-g34438-d4081826-Reviews-One_Broadway-Miami_Florida.html
Ramada by Wyndham Miami Springs/Miami International Airport,hotels,"5001 NW 36th St, Miami, FL 33166-6003","If you’re looking for a budget friendly hotel in Miami, look no further than Ramada by Wyndham Miami Springs/Miami International Airport.While staying at Ramada , visitors can check out St Vladimir Russian Orthodox Church (2.5 mi), which is a popular Miami attraction.Rooms at Ramada by Wyndham Miami Springs/Miami International Airport provide a flat screen TV and air conditioning, and guests can stay connected with free WIFI.In addition, while staying at Airways Hotel guests have access to a 24 hour front desk. You can also enjoy a pool and Gym. Need a place to park? Free parking is available at Ramada by Wyndham Miami Springs/Miami International Airport.If you’re looking for an Italian restaurant, consider a visit to Basilico Ristorante, Amor Di Pasta, or Bellacapri by Anacapri, which are all conveniently located a short distance from the Hotel.Best of all, Ramada Hotel makes it easy to experience many great Miami attractions like History Miami, Black Police Precinct and Courthouse Museum, and Haitian Heritage Museum, which are some popular history museums.The staff at Ramada by Wyndham Miami Springs/Miami International Airport looks forward to serving you during your upcoming visit.",3.5,#83 of 155 hotels in Miami,"STAY AT YOUR OWN RISK—- They do not run a honest business.  They will charge your card once you checkout for random false items in hopes you don’t notice. Read the reviews—-it happens often Before you check out have them come and check your room with you so you they can’t falsely charge you for smoking, towels, etc",1951,https://www.tripadvisor.com//Hotel_Review-g34438-d248228-Reviews-Ramada_by_Wyndham_Miami_Springs_Miami_International_Airport-Miami_Florida.html
My Sweet Havana,hostels,"927 SW 18th Ave, Miami, FL 33135-5120","Old cleanish kitchen with lots of old low end gimmicky countertop appliances. Waits for use. The rest makes no sense. Improvised bathroom with wet filthy small shag rug. Floor wet and slick. Queue for toilet, shower. Dirty pieces of carpeting all over.  Dorm provided with 1 used sheet and 1 old comforter that employee put on floor. Long term male guests from Latin America. Coughing and snoring.",3.0,#6 of 9 hostels in Miami,"Old cleanish kitchen with lots of old low end gimmicky countertop appliances. Waits for use. The rest makes no sense. Improvised bathroom with wet filthy small shag rug. Floor wet and slick. Queue for toilet, shower. Dirty pieces of carpeting all over.  Dorm provided with 1 used sheet and 1 old comforter that employee put on floor. Long term male guests from Latin America. Coughing and snoring.",2,https://www.tripadvisor.com//Hotel_Review-g34438-d19729707-Reviews-My_Sweet_Havana-Miami_Florida.html
"Hotel Arya, BW Premier Collection",hotels,"2889 McFarlane Rd, Miami, FL 33133-6008","Best Western welcomes you to the Premier life. At the Hotel Arya, BW Premier Collection, our biggest priority is leaving a lasting impression, long after you check out. You'll notice our Premier's distinct style the minute you walk in. Our elegant hotel offers the highest quality amenities and service, sure to win over even the most refined traveler's favor. Located in Miami,FL the Premier lifestyle comes with a fully equipped fitness room for the active traveler, an exquisite on-site dining experience for the culinary aficionado, and ample amounts of meeting space suited to accommodate any large gathering.",4.0,#59 of 155 hotels in Miami,A fantastic location just steps from the heart of Coconut Grove.  The staff was nice.  Not a high end experience- the lobby was modern but a little beat up.  The room was nice but a little dated. The views were great.  Perfect for groups at a reasonable price but not luxurious.,1740,https://www.tripadvisor.com//Hotel_Review-g34438-d226187-Reviews-Hotel_Arya_BW_Premier_Collection-Miami_Florida.html
WoodSpring Suites Miami Southwest,hotels,"16055 SW 117th Ave, Miami, FL 33177-1609","WoodSpring Suites Miami Southwest is an extend-stay hotel. Our hotels are comfortable, our rooms are well-priced. If you need a hotel for a few nights, a week, or longer - you'll save more money the longer you stay with us. Extended stay hotels are different in amenities from traditional hotels. - This location is a pet-friendly hotel and a 100% smoke-free hotel - Appliances included in in-room kitchens with other items available - Three suite designs to choose from for one-to-four guests - Free basic wi-fi and parking - Guest laundry room and vending available at all locations 24/7 - Weekly rates, long-stay/monthly rates, and nightly rates available",3.5,#101 of 155 hotels in Miami,"Horrible hotel, room etc,🤮🤮 it looks dirty, window without a curtain and all the light from outside enters, the elevator is dirty, the entrance door is nasty, it looks like it is not cleaned, there are not enough blankets, the ceiling in the room has hanging fire alarm. Pay $202.00 dlrs for one night 🫣 OMG😲  What a disappointment 😞 ",55,https://www.tripadvisor.com//Hotel_Review-g34438-d12351514-Reviews-WoodSpring_Suites_Miami_Southwest-Miami_Florida.html
Days Inn By Wyndham Miami International Airport,motels,"7250 NW 11th St, Miami, FL 33126-1903","Close To Miami International Airport, with free Wi-Fi. Have fun in the sun at our Days Inn Miami International Airport Hotel near Miami Seaquarium. Our non-smoking Miami hotel is minutes from great shopping, dining, and sightseeing. Miami International Airport is just two miles away. Enjoy an afternoon swim in our outdoor pool and work up a sweat in our fitness center. Free Wi-Fi Internet access keeps you connected to home or the office, while our game room is the perfect spot to end your evening. Our Miami, Florida hotel offers a guest laundry room, parking for a nominal fee, 24-hour front desk service, and handicapped-accessible rooms.",2.5,#15 of 17 motels in Miami,"The Hotel was highly stinky, especially my room. I asked for another room but the smell was the same like a toilet in an ancient humid basement. The room was dirty and there was black hair everywhere. My room was never cleaned while I stayed there (5 days). The ironing board looked disgusting.   At the reception, I asked for the invoice but they told me that they will send it via email. I still didn't get it. ",1490,https://www.tripadvisor.com//Hotel_Review-g34438-d85007-Reviews-Days_Inn_By_Wyndham_Miami_International_Airport-Miami_Florida.html
Best Western Premier Miami Intl Airport Hotel & Suites Coral Gables,hotels,"4100 Flagler St, Miami, FL 33134","Best Western welcomes you to the Premier life. At the Best Western Premier Miami Intl Airport Hotel & Suites Coral Gables, our biggest priority is leaving a lasting impression, long after you check out. You'll notice our Premier's distinct style the minute you walk in. Our elegant hotel offers the highest quality amenities and service, sure to win over even the most refined traveler's favor. Located in Miami,FL the Premier lifestyle comes with a fully equipped fitness room for the active traveler, an exquisite on-site dining experience for the culinary aficionado, and ample amounts of meeting space suited to accommodate any large gathering.",4.0,#68 of 155 hotels in Miami,"The hotel is clean, the suite big, the view from the 7th floor amazing, the price apparently good, the elevator out of order. But when we asked for a late check out in a sweltering summer day in Miami, this hotel made us pay for another night: the receptionist (David) did not find another solution for us. So the final price was not so good...",2547,https://www.tripadvisor.com//Hotel_Review-g34438-d1858373-Reviews-Best_Western_Premier_Miami_Intl_Airport_Hotel_Suites_Coral_Gables-Miami_Florida.html
Hampton Inn Miami Dadeland,hotels,"8200 SW 70th Avenue, Miami, FL 33143","Hampton Inn Miami Dadeland hotel is located off 70th Ave.-Dadeland in the prestigious shopping district of Dadeland. We are 10 miles south of Miami International Airport and 4 miles west of Tamiami Executive Airport. Dadeland/Miami, Florida area attractions include shopping malls, historical sites, Viscaya Museum, Fairchild Garden, Metro Zoo and the University of Miami. Within .5 mile you can dine at Benihana, Cheesecake Factory, Johnny rockets, or Mandarin Express. Our Hampton Inn Miami Dadeland hotel of Florida features 5-stories with interior corridors in a Mediterranean style, 131 hotel rooms, heated hotel pool and whirlpool, meeting room that accommodates 25 people and state-of-the-art business center. Amenities you will find at our Hampton Inn Miami Dadeland hotel of Florida include complimentary continental breakfast, in-room coffeemaker and TV with cable. We also offer connecting hotel rooms, cribs, hair dryers, irons, and refrigerators.",4.0,#39 of 155 hotels in Miami,"The hotel was nice, staff were nice, and the breakfast was OK. Since we were in our rooms for most of the morning when staff cleaned, we didn't get our rooms cleaned during the 3 day stay. When we asked for clean washcloths, there weren't any. We were given hand towels instead. The location isn't the best, but I liked that it was within walking distance to the shopping center with Target. Other than this, it was a good stay.",1400,https://www.tripadvisor.com//Hotel_Review-g34438-d224244-Reviews-Hampton_Inn_Miami_Dadeland-Miami_Florida.html
AC Hotel by Marriott Miami Dadeland,hotels,"7695 N Kendall Drive, Miami, FL 33156","Modern hotel with European vibe ideally located next to Dadeland Mall. Minutes from University of Miami and Downtown Dadeland. This Miami hotel is offers modern rooms with mini-fridge, 55"" TV and free WiFi.",4.0,#84 of 155 hotels in Miami,What an amazing Bartender Ms. Joselyn.  Great Margaritas. Great Gintonics.  Just a great experience for any traveler  that just wants to hang out.  Meet great local people too!  I stay all over Miami every two-three weeks.  I try to make it a purpose to stay here just to get a GREAT drink.,41,https://www.tripadvisor.com//Hotel_Review-g34438-d23342290-Reviews-AC_Hotel_by_Marriott_Miami_Dadeland-Miami_Florida.html
Regency Miami Airport by Sonesta,hotels,"1000 NW 42nd Ave, Miami, FL 33126","The Regency Miami Airport by Sonesta is a boutique hotel offering a perfect location near the Port of Miami area, just five minutes from Miami International Airport, near Spectrum Aesthetics and the Dolphin Mall. Guests arriving at the hotel, step past an understated vintage façade framed by tropical gardens into a vibrant lobby area featuring an airy, open design and elegant regency-era décor and ambiance. Our 176 dog-friendly rooms and junior suites offer mini-fridges, sitting areas, and an in-room coffee station.",4.0,#78 of 155 hotels in Miami,Only complaint is no signage to indicate the Continental Breakfast was not Free Almost $40 for 2 coffees a bagel and fruit Also didn’t know the pool was closed Other than lightbulbs should be checked for burnt out.  This was a great clean hotel,2667,https://www.tripadvisor.com//Hotel_Review-g34438-d85189-Reviews-Regency_Miami_Airport_by_Sonesta-Miami_Florida.html
Caoba,limited service properties,"698 NE 1st Ave, Miami, FL 33132-1805","Caoba is revolutionizing travel through branded Caoba apartment-hotels. We cater to groups of friends, families and colleagues by providing beautifully designed luxury spaces, seamless technology, 24/7 concierge service, and the most delightful experiences for our guests.",4.5,#2 of 18 limited service properties in Miami,"We did not like this place and we would never ever book with them again. They did not refund our money and are still refusing to. Even our booking agent (booking.com) said they should refund is according to their policy, but the hotel still refuses. It's a shame that they do not give a damn about their client. Now booking.com offered us a refund out of their own pocket. Totally not recommend to book this place",25,https://www.tripadvisor.com//Hotel_Review-g34438-d18807310-Reviews-Caoba-Miami_Florida.html
